neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,host_is_superhost,host_response_rate,host_acceptance_rate,host_response_time,host_listings_count,instant_bookable,availability_30,availability_60,availability_90,availability_365,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,city,bathrooms,amenities_count,occupancy_q1,occupancy_q2,occupancy_q3,occupancy_q4,occupancy_autumn,occupancy_spring,occupancy_summer,occupancy_winter,occupancy_rate,occupancy_weekday,occupancy_weekend,total_reviews,days_since_last_review,listing_age_days,reviews_last_6m
Ciudad Jardín,40.44572,-3.67317,Entire rental unit,Entire home/apt,4,1.0,3.0,0.0,1.0,0.86,within a few hours,8.0,0,9,33,60,69,1,30,10,2,4.0,4.0,4.3,3.9,0.12,126.0,Madrid,1.0,40,1.0,1.0,0.967391304347826,0.2826086956521739,0.4835164835164834,1.0,1.0,0.7555555555555555,0.3315068493150684,0.8045977011494253,0.8269230769230769,,,,
Universidad,40.4283060160035,-3.7135915229536303,Room in hotel,Private room,2,1.0,1.0,0.0,0.99,0.99,within an hour,43.0,1,17,42,69,344,1,365,23,20,4.04,4.48,4.57,3.96,1.8,72.0,Madrid,1.0,21,0.0,0.0,0.1195652173913043,0.108695652173913,0.2197802197802197,0.0,0.0,0.011111111111111,0.3315068493150684,0.0574712643678161,0.0576923076923077,,,,
Aravaca,40.4570845,-3.7877857,Entire condo,Entire home/apt,2,1.0,2.0,0.0,0.9,0.92,within an hour,4.0,0,0,0,7,7,3,70,17,6,4.76,4.59,4.59,4.59,0.96,68.0,Madrid,1.0,45,1.0,1.0,1.0,0.9239130434782608,1.0,1.0,1.0,0.9222222222222224,0.3315068493150684,0.9807692307692308,0.9809523809523808,,,,
Cortes,40.4117678,-3.6954286,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,1.0,1.0,within an hour,40.0,0,14,24,54,309,20,280,3,3,5.0,5.0,5.0,5.0,0.93,98.0,Madrid,1.0,38,0.1111111111111111,0.0,0.1739130434782608,0.3260869565217391,0.3956043956043956,0.0,0.0,0.2222222222222222,0.3315068493150684,0.160919540229885,0.1346153846153845,,,,
Recoletos,40.422,-3.69067,Entire rental unit,Entire home/apt,2,0.0,1.0,0.0,1.0,1.0,within an hour,1.0,0,0,0,12,271,1,365,29,17,4.28,4.45,4.86,4.24,1.29,120.0,Madrid,1.0,27,0.0,0.0769230769230768,0.1847826086956522,0.7608695652173914,0.8461538461538461,0.0760869565217391,0.0,0.1111111111111111,0.3315068493150684,0.2538461538461538,0.2666666666666667,,,,
Justicia,40.41978,-3.69801,Private room in rental unit,Private room,2,1.0,1.0,0.0,0.99,1.0,within an hour,9.0,1,0,20,39,39,4,365,14,14,4.36,4.21,4.86,4.14,1.57,49.0,Madrid,2.5,19,1.0,1.0,1.0,0.5760869565217391,0.5934065934065934,1.0,1.0,0.9777777777777776,0.3315068493150684,0.89272030651341,0.8942307692307693,,,,
Almenara,40.47026,-3.69063,Entire rental unit,Entire home/apt,4,1.0,2.0,1.0,1.0,0.97,within an hour,18.0,1,2,23,53,234,1,28,140,82,4.89,4.78,4.78,4.74,7.42,113.0,Madrid,1.0,52,0.0,0.2087912087912088,0.9782608695652174,0.2391304347826086,0.5494505494505495,0.0,0.8804347826086957,0.0,0.3315068493150684,0.3576923076923076,0.3619047619047619,,,,
Embajadores,40.40725,-3.70042,Private room in bed and breakfast,Private room,3,1.0,2.0,0.0,1.0,1.0,within an hour,2.0,0,0,0,0,48,2,365,0,0,4.75,4.79,4.85,4.64,1.42,80.0,Madrid,1.0,2,1.0,1.0,0.4782608695652174,1.0,0.8461538461538461,1.0,0.6304347826086957,1.0,0.3315068493150684,0.8697318007662835,0.8653846153846154,,,,
Palos de Moguer,40.40353275401598,-3.693012048615678,Entire rental unit,Entire home/apt,2,0.0,1.0,0.0,0.96,1.0,within an hour,89.0,1,7,27,48,319,1,1125,0,0,4.75,4.79,4.85,4.64,1.42,74.0,Madrid,1.0,23,0.0,0.0,0.1630434782608695,0.3369565217391305,0.4615384615384615,0.0,0.0,0.0444444444444444,0.3315068493150684,0.1269230769230769,0.1238095238095238,,,,
Universidad,40.4218907,-3.703881299999999,Private room in hostel,Private room,8,1.0,8.0,0.0,1.0,0.99,within an hour,25.0,1,8,8,8,117,1,365,2,2,5.0,5.0,5.0,5.0,0.71,175.0,Madrid,4.0,25,1.0,0.6373626373626373,0.0869565217391304,1.0,0.7582417582417582,0.967391304347826,0.0,1.0,0.3315068493150684,0.6743295019157088,0.6923076923076923,,,,
San Isidro,40.39469,-3.7265,Entire rental unit,Entire home/apt,3,1.0,2.0,0.0,1.0,1.0,within an hour,21.0,1,0,0,7,282,7,1125,28,4,4.75,4.86,4.79,4.64,0.4,60.0,Madrid,1.0,32,0.0,0.0,0.1847826086956522,0.7173913043478262,0.8571428571428572,0.0,0.0,0.0555555555555555,0.3315068493150684,0.2307692307692307,0.219047619047619,,,,
Universidad,40.4211472,-3.7027796,Entire rental unit,Entire home/apt,4,2.0,2.0,0.0,1.0,1.0,within an hour,2.0,1,3,8,28,292,1,365,49,49,4.73,4.84,4.69,4.57,5.53,178.0,Madrid,2.0,26,0.0555555555555555,0.0,0.1630434782608695,0.5760869565217391,0.6373626373626373,0.0,0.0,0.1666666666666666,0.3315068493150684,0.2183908045977011,0.1538461538461538,,,,
Universidad,40.4218907,-3.703881299999999,Shared room in hostel,Shared room,2,1.0,8.0,0.0,1.0,0.99,within an hour,25.0,1,14,14,14,120,1,365,2,1,4.0,5.0,5.0,4.5,0.14,42.0,Madrid,4.0,24,1.0,0.6703296703296704,0.0217391304347825,1.0,0.6923076923076923,0.9782608695652174,0.0217391304347825,1.0,0.3315068493150684,0.6628352490421456,0.6923076923076923,,,,
Universidad,40.42645618248492,-3.709261719566519,Private room in rental unit,Private room,1,1.0,1.0,0.0,1.0,0.67,within an hour,1.0,0,8,8,8,8,3,10,0,0,4.75,4.79,4.85,4.64,1.42,42.0,Madrid,1.0,5,1.0,1.0,0.9456521739130436,0.967391304347826,0.912087912087912,1.0,1.0,1.0,0.3315068493150684,0.9846743295019156,0.9615384615384616,,,,
San Cristobal,40.33918,-3.68751,Entire rental unit,Entire home/apt,5,3.0,4.0,1.0,1.0,1.0,within an hour,2.0,0,20,50,80,170,15,730,89,4,4.74,4.9,4.22,4.69,0.93,106.0,Madrid,1.0,43,0.2111111111111111,1.0,0.9239130434782608,0.0,0.2527472527472527,0.8695652173913043,1.0,0.0,0.3315068493150684,0.5307692307692308,0.5428571428571429,,,,
Palos de Moguer,40.4041749,-3.691144684655756,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,within an hour,2.0,1,4,17,40,259,1,30,62,30,4.95,4.98,4.9,4.97,2.55,103.0,Madrid,1.0,53,0.4777777777777777,0.0879120879120879,0.1739130434782608,0.4239130434782608,0.5494505494505495,0.3695652173913043,0.0,0.2444444444444444,0.3315068493150684,0.2846153846153846,0.3047619047619048,,,,
Sol,40.41449,-3.70767,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,0.9,0.96,within a day,1.0,0,3,10,22,39,4,328,439,54,4.89,4.87,4.98,4.84,4.15,100.0,Madrid,1.0,47,0.9777777777777776,1.0,0.9782608695652174,0.6195652173913043,0.8351648351648352,1.0,1.0,0.7333333333333334,0.3315068493150684,0.8850574712643678,0.9134615384615384,,,,
Universidad,40.42135,-3.70381,Entire serviced apartment,Entire home/apt,4,2.0,2.0,1.0,1.0,1.0,within an hour,11.0,1,0,7,29,301,2,1125,270,78,4.89,4.97,4.84,4.87,5.67,190.0,Madrid,2.0,20,0.0333333333333333,0.0,0.1739130434782608,0.4891304347826086,0.6703296703296704,0.0326086956521739,0.0,0.0,0.3315068493150684,0.1762452107279694,0.1730769230769231,,,,
Sol,40.41715,-3.70556,Entire rental unit,Entire home/apt,2,0.0,1.0,0.0,1.0,1.0,within an hour,6.0,0,7,30,52,313,1,1125,143,24,4.64,4.78,4.9,4.57,3.14,145.0,Madrid,1.0,22,0.0555555555555555,0.0,0.1521739130434782,0.3586956521739131,0.3626373626373627,0.0,0.0,0.2111111111111111,0.3315068493150684,0.1494252873563218,0.125,,,,
Palacio,40.41914,-3.71287,Private room in rental unit,Private room,4,2.0,2.0,0.0,1.0,0.99,within an hour,13.0,1,0,7,9,262,10,365,0,0,4.75,4.79,4.85,4.64,1.42,85.0,Madrid,1.0,7,0.1222222222222222,0.0,0.1847826086956522,0.8152173913043479,0.7802197802197802,0.0,0.0,0.3555555555555555,0.3315068493150684,0.2769230769230769,0.2952380952380952,,,,
Sol,40.41922,-3.70509,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,1.0,0.97,within an hour,3.0,0,6,11,16,71,2,1125,82,25,4.7,4.72,4.95,4.67,1.05,84.0,Madrid,1.0,20,0.3888888888888888,1.0,0.9565217391304348,0.8695652173913043,0.8241758241758241,0.8586956521739131,1.0,0.5333333333333333,0.3315068493150684,0.7816091954022988,0.8653846153846154,,,,
Embajadores,40.40814,-3.70994,Entire rental unit,Entire home/apt,6,2.0,4.0,0.0,0.99,0.99,within an hour,338.0,1,7,26,53,328,1,1125,16,5,4.38,4.81,4.94,4.19,0.32,189.0,Madrid,1.0,26,0.0,0.0,0.1413043478260869,0.2608695652173913,0.4065934065934066,0.0,0.0,0.0,0.3315068493150684,0.0999999999999999,0.1047619047619047,,,,
Embajadores,40.408575507999615,-3.70050737800998,Entire rental unit,Entire home/apt,4,2.0,0.0,0.0,1.0,0.0,Unknown,1.0,0,1,1,1,73,3,365,4,0,4.5,4.0,4.75,3.75,0.23,105.0,Madrid,1.0,31,0.1999999999999999,1.0,0.9891304347826086,1.0,0.989010989010989,0.8586956521739131,1.0,0.3444444444444444,0.3315068493150684,0.7969348659003832,0.8076923076923077,,,,
Guindalera,40.43797892100704,-3.675641938572047,Private room in rental unit,Private room,1,1.0,1.0,0.0,0.06,0.15,a few days or more,216.0,0,0,11,41,316,30,365,0,0,4.75,4.79,4.85,4.64,1.42,24.0,Madrid,1.0,8,0.0,0.0,0.1739130434782608,0.3586956521739131,0.5384615384615384,0.0,0.0,0.0,0.3315068493150684,0.1340996168582375,0.1346153846153845,,,,
Almendrales,40.38304,-3.70379,Private room in rental unit,Private room,2,1.0,1.0,0.0,0.97,0.91,within an hour,5.0,0,18,48,78,353,1,365,0,0,4.75,4.79,4.85,4.64,1.42,45.0,Madrid,6.0,29,0.0,0.0,0.0978260869565217,0.0326086956521739,0.1318681318681318,0.0,0.0,0.0,0.3315068493150684,0.0307692307692307,0.038095238095238,,,,
Quintana,40.43811,-3.64523,Entire rental unit,Entire home/apt,4,1.0,2.0,0.0,0.68,0.56,within an hour,208.0,1,14,44,71,338,1,365,6,6,5.0,5.0,4.67,4.83,1.18,101.0,Madrid,1.0,36,0.0,0.021978021978022,0.1847826086956522,0.0869565217391304,0.1758241758241758,0.0,0.0869565217391304,0.0333333333333333,0.3315068493150684,0.0769230769230768,0.0666666666666666,,,,
Embajadores,40.41345964390109,-3.703692942246975,Entire loft,Entire home/apt,2,0.0,1.0,1.0,0.9,1.0,within an hour,6.0,1,8,30,56,325,1,365,56,13,4.82,4.88,4.88,4.73,1.76,160.0,Madrid,1.0,55,0.0,0.0659340659340659,0.1630434782608695,0.2065217391304348,0.3736263736263736,0.0108695652173913,0.0543478260869565,0.0,0.3315068493150684,0.1226053639846743,0.0769230769230768,,,,
Embajadores,40.40894919422598,-3.702325522899628,Entire rental unit,Entire home/apt,6,2.0,4.0,1.0,1.0,1.0,within an hour,15.0,1,14,40,70,161,2,365,55,55,4.64,4.8,4.2,4.56,5.29,138.0,Madrid,1.0,30,0.1888888888888888,1.0,0.9347826086956522,0.108695652173913,0.3736263736263736,0.8478260869565217,1.0,0.0,0.3315068493150684,0.5517241379310345,0.5769230769230769,,,,
Justicia,40.42152,-3.69709,Entire rental unit,Entire home/apt,4,2.0,2.0,0.0,0.9,0.83,within an hour,1.0,1,11,27,50,96,2,10,0,0,4.75,4.79,4.85,4.64,1.42,221.0,Madrid,1.0,4,0.6888888888888889,1.0,0.9456521739130436,0.3152173913043478,0.5494505494505495,1.0,1.0,0.3888888888888888,0.3315068493150684,0.7153846153846154,0.7904761904761904,,,,
Sol,40.41811,-3.7068,Entire rental unit,Entire home/apt,2,0.0,2.0,1.0,1.0,0.99,within an hour,11.0,1,3,7,17,266,1,28,4,0,4.25,5.0,5.0,3.75,0.08,184.0,Madrid,1.0,16,0.2222222222222222,0.021978021978022,0.1521739130434782,0.6847826086956521,0.7362637362637363,0.1195652173913043,0.0217391304347825,0.2111111111111111,0.3315068493150684,0.2873563218390804,0.2307692307692307,,,,
Cortes,40.41812,-3.69471,Entire rental unit,Entire home/apt,6,2.0,4.0,0.0,1.0,1.0,within an hour,5.0,0,4,13,21,252,1,1125,208,24,4.71,4.75,4.92,4.69,1.9,216.0,Madrid,2.0,33,0.3222222222222222,0.0769230769230768,0.1739130434782608,0.6630434782608696,0.7032967032967032,0.2065217391304348,0.0,0.3333333333333333,0.3315068493150684,0.3141762452107279,0.2980769230769231,,,,
Valdefuentes,40.4896263946846,-3.664505805273565,Entire loft,Entire home/apt,2,1.0,2.0,1.0,1.0,1.0,within an hour,1.0,0,4,14,33,204,3,20,112,36,4.84,4.63,4.68,4.66,2.68,71.0,Madrid,1.0,42,0.011111111111111,0.2197802197802197,0.9782608695652174,0.5434782608695652,0.7362637362637363,0.0,0.8913043478260869,0.1333333333333333,0.3315068493150684,0.4307692307692308,0.4666666666666667,,,,
Aguilas,40.3823154,-3.7639873,Entire rental unit,Entire home/apt,6,1.0,2.0,0.0,1.0,1.0,within an hour,24.0,1,9,33,61,315,1,365,71,22,4.61,4.58,4.61,4.39,2.1,139.0,Madrid,1.0,26,0.0,0.1538461538461538,0.1956521739130434,0.1956521739130434,0.3516483516483516,0.0543478260869565,0.0978260869565217,0.0444444444444444,0.3315068493150684,0.1307692307692307,0.1523809523809524,,,,
Palacio,40.42249,-3.71114,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,0.99,0.99,within an hour,89.0,0,2,30,60,335,5,365,31,21,4.87,4.84,5.0,4.87,1.49,161.0,Madrid,1.0,33,0.0,0.0,0.1630434782608695,0.1630434782608695,0.3296703296703297,0.0,0.0,0.0,0.3315068493150684,0.0842911877394636,0.0769230769230768,,,,
El Viso,40.44766194223737,-3.688127026622183,Private room in bed and breakfast,Private room,1,1.0,1.0,1.0,1.0,1.0,within an hour,1.0,0,3,9,9,15,1,60,16,16,5.0,5.0,5.0,5.0,3.9,65.0,Madrid,1.5,11,0.9333333333333332,1.0,1.0,0.9021739130434784,0.9010989010989012,0.9347826086956522,1.0,1.0,0.3315068493150684,0.9576923076923076,0.961904761904762,,,,
Adelfas,40.40216,-3.66815,Entire rental unit,Entire home/apt,4,1.0,1.0,0.0,1.0,0.99,Unknown,60.0,1,10,25,39,285,7,336,42,0,4.02,4.1,4.48,3.83,0.49,115.0,Madrid,1.5,35,0.0666666666666666,0.0,0.3152173913043478,0.4891304347826086,0.6593406593406593,0.0,0.0,0.2222222222222222,0.3315068493150684,0.223076923076923,0.2095238095238095,,,,
Embajadores,40.40862,-3.70407,Entire rental unit,Entire home/apt,4,2.0,3.0,0.0,1.0,1.0,within an hour,115.0,1,5,28,58,314,1,1125,8,5,4.88,4.88,4.75,4.5,0.26,103.0,Madrid,1.0,24,0.1444444444444445,0.0,0.1630434782608695,0.25,0.3516483516483516,0.0,0.0,0.2111111111111111,0.3315068493150684,0.1538461538461538,0.1047619047619047,,,,
Palacio,40.421,-3.70933,Entire rental unit,Entire home/apt,3,1.0,1.0,0.0,0.98,0.97,within an hour,109.0,0,4,34,40,107,20,330,7,6,4.57,4.71,5.0,4.57,0.46,119.0,Madrid,1.0,34,0.2555555555555555,1.0,0.9891304347826086,0.5760869565217391,0.5604395604395604,0.8586956521739131,1.0,0.4,0.3315068493150684,0.7049808429118773,0.7115384615384616,,,,
Castillejos,40.46022125004388,-3.695386254442012,Entire rental unit,Entire home/apt,4,2.0,2.0,0.0,0.96,1.0,within an hour,89.0,1,0,0,0,264,1,1125,0,0,4.75,4.79,4.85,4.64,1.42,98.0,Madrid,2.0,25,0.0,0.0,0.1739130434782608,0.9239130434782608,0.8461538461538461,0.0,0.0,0.2666666666666667,0.3315068493150684,0.2796934865900383,0.2692307692307693,,,,
Universidad,40.4242392168558,-3.700775916407904,Entire rental unit,Entire home/apt,2,1.0,2.0,0.0,1.0,1.0,within an hour,17.0,1,2,25,47,137,5,90,70,26,4.67,4.64,4.99,4.56,1.61,99.0,Madrid,1.0,34,0.1999999999999999,1.0,1.0,0.2934782608695652,0.5604395604395604,0.8586956521739131,1.0,0.0666666666666666,0.3315068493150684,0.6206896551724138,0.6346153846153846,,,,
Justicia,40.42321,-3.6984,Entire rental unit,Entire home/apt,4,2.0,3.0,1.0,1.0,0.98,within an hour,1.0,0,0,14,37,57,1,365,60,60,4.77,4.82,4.87,4.63,4.92,133.0,Madrid,2.0,34,0.9111111111111112,1.0,1.0,0.467391304347826,0.6813186813186813,1.0,1.0,0.6888888888888889,0.3315068493150684,0.842911877394636,0.8461538461538461,,,,
Justicia,40.4203663,-3.6975998,Entire rental unit,Entire home/apt,2,1.0,2.0,0.0,1.0,0.98,within an hour,3.0,0,7,20,48,278,2,90,14,14,4.79,5.0,5.0,4.64,2.5,117.0,Madrid,1.0,24,0.0,0.0,0.6521739130434783,0.2934782608695652,0.6153846153846154,0.0,0.3369565217391305,0.0,0.3315068493150684,0.2298850574712644,0.2596153846153846,,,,
Sol,40.41556569999999,-3.7029841,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,0.93,1.0,within an hour,3.0,1,2,9,18,211,2,365,48,48,4.83,4.7,4.91,4.68,4.42,128.0,Madrid,1.0,61,0.4111111111111111,0.2417582417582418,0.2391304347826086,0.7934782608695652,0.7032967032967032,0.5217391304347826,0.0760869565217391,0.3888888888888888,0.3315068493150684,0.3984674329501916,0.4807692307692307,,,,
Hispanoamérica,40.45363869109755,-3.6749018017548463,Room in hotel,Private room,2,1.0,1.0,0.0,1.0,0.98,within an hour,17.0,1,9,28,52,319,1,1125,4,4,4.75,4.75,5.0,4.75,0.9,93.0,Madrid,2.0,35,0.0333333333333333,0.0,0.2282608695652174,0.2391304347826086,0.4175824175824175,0.0,0.0,0.0888888888888889,0.3315068493150684,0.1379310344827586,0.0961538461538461,,,,
Portazgo,40.39023,-3.64348,Entire rental unit,Entire home/apt,5,2.0,3.0,0.0,0.99,1.0,within an hour,33.0,1,13,43,73,246,2,365,5,5,4.8,4.6,5.0,4.8,3.66,84.0,Madrid,1.0,29,0.0555555555555555,0.2197802197802197,0.9347826086956522,0.0869565217391304,0.3296703296703297,0.0,0.8913043478260869,0.0777777777777777,0.3315068493150684,0.3346153846153846,0.3047619047619048,,,,
Universidad,40.4213408,-3.706483899999999,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,0.97,1.0,within an hour,4.0,1,1,8,26,178,2,365,128,72,4.77,4.78,4.95,4.75,5.23,105.0,Madrid,1.0,32,0.2555555555555555,0.2087912087912088,1.0,0.5760869565217391,0.8571428571428572,0.0434782608695651,0.8804347826086957,0.2666666666666667,0.3315068493150684,0.5057471264367817,0.5288461538461539,,,,
Rios Rosas,40.43817,-3.69275,Entire rental unit,Entire home/apt,4,2.0,2.0,0.0,0.97,0.99,within an hour,904.0,1,0,0,0,211,30,330,1,0,5.0,5.0,5.0,5.0,0.03,127.0,Madrid,1.0,23,0.1222222222222222,0.0,0.5543478260869565,1.0,1.0,0.0,0.2282608695652174,0.4666666666666667,0.3315068493150684,0.421455938697318,0.4230769230769231,,,,
Castillejos,40.4599,-3.69823,Private room in serviced apartment,Private room,3,1.0,2.0,0.0,0.99,0.97,within an hour,18.0,0,6,22,46,297,2,1125,13,4,3.69,3.46,4.31,3.62,0.17,135.0,Madrid,1.0,54,0.1333333333333333,0.0659340659340659,0.1739130434782608,0.3695652173913043,0.4945054945054945,0.0760869565217391,0.0,0.1777777777777778,0.3315068493150684,0.1417624521072796,0.2980769230769231,,,,
Vallehermoso,40.44631045354841,-3.7058129480244544,Entire rental unit,Entire home/apt,5,1.0,1.0,0.0,0.65,0.12,within a day,23.0,0,23,53,83,358,10,720,0,0,4.75,4.79,4.85,4.64,1.42,74.0,Madrid,1.0,44,0.0,0.0,0.0652173913043477,0.0108695652173913,0.0769230769230768,0.0,0.0,0.0,0.3315068493150684,0.0230769230769231,0.0095238095238094,,,,
Berruguete,40.45991516113281,-3.705595016479492,Entire rental unit,Entire home/apt,5,3.0,3.0,1.0,1.0,0.97,within an hour,18.0,0,9,26,45,124,1,30,438,94,4.9,4.91,4.6,4.84,5.9,154.0,Madrid,2.0,58,0.2777777777777778,1.0,0.9456521739130436,0.4130434782608695,0.5934065934065934,0.8695652173913043,1.0,0.1666666666666666,0.3315068493150684,0.65,0.6857142857142857,,,,
Rios Rosas,40.44044,-3.69781,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,within an hour,2.0,0,0,0,0,240,5,150,59,12,4.95,4.95,4.97,4.88,0.99,241.0,Madrid,1.5,35,0.0222222222222222,0.1648351648351648,0.1739130434782608,1.0,0.8461538461538461,0.1630434782608695,0.0,0.3666666666666667,0.3315068493150684,0.3486590038314177,0.3269230769230768,,,,
Cármenes,40.40416,-3.74146,Private room in rental unit,Private room,2,1.0,1.0,1.0,1.0,0.96,within an hour,1.0,1,4,22,52,129,2,1125,58,33,4.95,4.95,4.64,4.83,0.81,38.0,Madrid,1.5,37,0.2888888888888888,1.0,1.0,0.2934782608695652,0.5604395604395604,0.8695652173913043,1.0,0.1444444444444445,0.3315068493150684,0.6384615384615384,0.6666666666666667,,,,
San Diego,40.39166,-3.6679,Private room in home,Private room,2,0.0,2.0,0.0,1.0,0.96,within an hour,2.0,1,0,0,1,77,2,1125,2,2,4.0,4.0,2.5,3.5,0.22,27.0,Madrid,0.0,30,1.0,0.989010989010989,0.1847826086956522,0.9891304347826086,0.8461538461538461,1.0,0.3152173913043478,1.0,0.3315068493150684,0.7884615384615384,0.7904761904761904,,,,
Gaztambide,40.43822,-3.71151,Entire rental unit,Entire home/apt,4,4.0,4.0,0.0,0.88,0.25,within a day,36.0,0,0,0,0,77,7,1125,0,0,4.75,4.79,4.85,4.64,1.42,171.0,Madrid,1.0,33,1.0,0.989010989010989,0.1739130434782608,1.0,0.8461538461538461,1.0,0.3152173913043478,1.0,0.3315068493150684,0.789272030651341,0.7884615384615384,,,,
Pacífico,40.40543,-3.68396,Private room in home,Private room,1,1.0,1.0,0.0,1.0,0.95,within an hour,7.0,0,1,9,34,124,1,365,91,26,4.54,4.33,4.82,4.57,1.22,24.0,Madrid,3.0,13,0.2111111111111111,1.0,1.0,0.4239130434782608,0.7362637362637363,0.8695652173913043,1.0,0.0222222222222222,0.3315068493150684,0.6576923076923077,0.6666666666666667,,,,
Cuatro Caminos,40.44837,-3.70228,Entire rental unit,Entire home/apt,2,0.0,1.0,0.0,1.0,0.98,within an hour,3.0,1,10,26,45,293,1,1125,104,4,4.6,4.55,4.68,4.38,2.25,82.0,Madrid,1.0,32,0.0333333333333333,0.1318681318681318,0.1304347826086956,0.4891304347826086,0.4395604395604395,0.0434782608695651,0.0869565217391304,0.2222222222222222,0.3315068493150684,0.1800766283524904,0.2403846153846154,,,,
Gaztambide,40.43144,-3.71227,Entire rental unit,Entire home/apt,4,2.0,3.0,0.0,1.0,0.94,within an hour,4.0,0,7,30,58,331,1,365,43,43,4.53,4.6,4.81,4.48,4.59,142.0,Madrid,1.0,28,0.0222222222222222,0.0,0.1304347826086956,0.217391304347826,0.3516483516483516,0.0,0.0,0.0222222222222222,0.3315068493150684,0.0769230769230768,0.1333333333333333,,,,
Universidad,40.4269,-3.70652,Entire rental unit,Entire home/apt,6,3.0,3.0,0.0,1.0,1.0,within an hour,1.0,1,4,31,61,336,1,365,12,12,4.0,4.5,4.92,4.08,1.05,196.0,Madrid,2.0,37,0.0,0.0,0.1304347826086956,0.1847826086956522,0.3186813186813186,0.0,0.0,0.0,0.3315068493150684,0.0804597701149425,0.0769230769230768,,,,
Arapiles,40.4320818,-3.7091021,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,0.83,1.0,within a day,250.0,1,0,15,45,320,30,1125,3,0,4.0,5.0,5.0,3.67,0.19,151.0,Madrid,1.0,27,0.0,0.0,0.1739130434782608,0.3152173913043478,0.4945054945054945,0.0,0.0,0.0,0.3315068493150684,0.1264367816091953,0.1153846153846154,,,,
Pacífico,40.40391,-3.67551,Entire rental unit,Entire home/apt,2,1.0,2.0,1.0,1.0,0.71,within an hour,1.0,0,1,10,40,315,30,365,192,9,4.76,4.73,4.77,4.64,3.99,56.0,Madrid,1.0,38,0.0,0.0,0.1847826086956522,0.3586956521739131,0.5494505494505495,0.0,0.0,0.0,0.3315068493150684,0.1346153846153845,0.1428571428571429,,,,
Guindalera,40.44229993498813,-3.6627755258009183,Private room in rental unit,Private room,1,1.0,1.0,0.0,1.0,0.88,within an hour,163.0,0,28,58,88,363,30,365,0,0,4.75,4.79,4.85,4.64,1.42,43.0,Madrid,2.0,15,0.0,0.0,0.0217391304347825,0.0,0.021978021978022,0.0,0.0,0.0,0.3315068493150684,0.0038461538461538,0.0095238095238094,,,,
Universidad,40.42329305924228,-3.701926053166281,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,1.0,0.99,Unknown,24.0,1,0,10,10,10,2,27,163,61,4.78,4.75,4.98,4.72,5.2,102.0,Madrid,1.0,30,1.0,1.0,1.0,0.8913043478260869,0.8901098901098901,1.0,1.0,1.0,0.3315068493150684,0.9770114942528736,0.9615384615384616,,,,
Ibiza,40.42098104558144,-3.6750582460656687,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,0.86,0.57,within a day,541.0,0,0,28,58,333,1,365,0,0,4.75,4.79,4.85,4.64,1.42,125.0,Madrid,1.0,11,0.0,0.0,0.1739130434782608,0.1739130434782608,0.3516483516483516,0.0,0.0,0.0,0.3315068493150684,0.0919540229885057,0.0769230769230768,,,,
Bellas Vistas,40.4509643890099,-3.7060281505924855,Entire condo,Entire home/apt,2,1.0,1.0,1.0,1.0,0.68,within a few hours,1.0,0,2,2,22,282,4,90,8,8,4.75,4.75,4.63,4.63,0.76,82.0,Madrid,1.0,28,0.0666666666666666,0.0,0.1630434782608695,0.6739130434782609,0.7472527472527473,0.0,0.0,0.1666666666666666,0.3315068493150684,0.2269230769230769,0.2285714285714285,,,,
Recoletos,40.42691065952853,-3.685536570847034,Private room in rental unit,Private room,2,1.0,1.0,0.0,0.0,0.41,a few days or more,1.0,0,6,14,32,211,1,1125,114,77,4.86,4.68,4.98,4.85,5.95,47.0,Madrid,1.0,10,0.0,0.2197802197802197,0.967391304347826,0.4891304347826086,0.7472527472527473,0.0,0.8913043478260869,0.0444444444444444,0.3315068493150684,0.4076923076923077,0.4571428571428572,,,,
Abrantes,40.38266,-3.72427,Private room in home,Private room,1,1.0,1.0,0.0,0.25,0.0,a few days or more,1.0,0,12,42,72,252,1,1125,0,0,4.75,4.79,4.85,4.64,1.42,29.0,Madrid,1.0,28,0.0,0.2197802197802197,0.9239130434782608,0.0869565217391304,0.3406593406593406,0.0,0.8913043478260869,0.0,0.3315068493150684,0.3076923076923077,0.3142857142857143,,,,
