neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,host_is_superhost,host_response_rate,host_acceptance_rate,host_response_time,host_listings_count,instant_bookable,availability_30,availability_60,availability_90,availability_365,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,city,bathrooms,amenities_count,occupancy_q1,occupancy_q2,occupancy_q3,occupancy_q4,occupancy_autumn,occupancy_spring,occupancy_summer,occupancy_winter,occupancy_rate,occupancy_weekday,occupancy_weekend,total_reviews,days_since_last_review,listing_age_days,reviews_last_6m
Acacias,40.40175,-3.70436,Entire rental unit,Entire home/apt,4,1.0,2.0,0.0,0.96,0.98,within an hour,9.0,0,6,36,66,341,1,365,3,2,4.67,5.0,5.0,4.67,0.21,145.0,Madrid,1.0,29,0.0,0.0,0.1195652173913043,0.1413043478260869,0.2637362637362637,0.0,0.0,0.0,0.3315068493150684,0.0653846153846153,0.0666666666666666,,,,
Embajadores,40.41018863436637,-3.699055606566175,Private room in rental unit,Private room,2,1.0,1.0,0.0,0.1,0.0,a few days or more,1.0,0,25,55,85,85,1,365,1,0,5.0,4.0,4.0,5.0,0.07,64.0,Madrid,1.0,5,1.0,1.0,0.8586956521739131,0.217391304347826,0.2087912087912088,1.0,1.0,0.8555555555555556,0.3315068493150684,0.7624521072796935,0.7788461538461539,,,,
Shinjuku Ku,35.6979091,139.7024854,Entire rental unit,Entire home/apt,4,1.0,4.0,1.0,0.99,1.0,within an hour,70.0,1,7,13,41,186,1,365,9,4,4.89,4.89,4.78,4.67,0.42,214.4332,Tokyo,1.0,50,0.0888888888888889,0.3296703296703297,0.9891304347826086,0.5434782608695652,0.8351648351648352,0.0,1.0,0.1222222222222222,0.5506849315068494,0.4980842911877394,0.4711538461538461,9.0,377.0,849.0,0.0
Shinjuku Ku,35.7084818,139.7300568,Entire rental unit,Entire home/apt,3,1.0,2.0,0.0,1.0,0.99,within an hour,23.0,1,3,16,43,125,1,365,33,30,4.58,4.61,4.67,4.61,2.59,99.603,Tokyo,1.0,32,0.1333333333333333,1.0,1.0,0.4891304347826086,0.8241758241758241,0.7934782608695652,1.0,0.0,0.5506849315068494,0.6475095785440613,0.6826923076923077,33.0,218.0,594.0,0.0
Rios Rosas,40.44105648369352,-3.6962868160599625,Entire rental unit,Entire home/apt,4,2.0,3.0,0.0,0.97,0.99,within an hour,904.0,1,23,53,83,323,30,330,0,0,4.75,4.79,4.85,4.64,1.42,177.0,Madrid,1.0,32,0.0,0.0,0.4565217391304348,0.0,0.2307692307692307,0.0,0.2282608695652174,0.0,0.3315068493150684,0.1149425287356321,0.1153846153846154,,,,
Shibuya Ku,35.68333895728606,139.6973037351727,Entire rental unit,Entire home/apt,5,2.0,3.0,0.0,1.0,1.0,within an hour,13.0,1,3,8,26,201,1,365,9,9,5.0,5.0,4.89,4.89,2.45,144.894,Tokyo,1.0,25,0.0444444444444444,0.0439560439560439,1.0,0.6956521739130435,0.8901098901098901,0.0,0.7173913043478262,0.1888888888888888,0.5506849315068494,0.4444444444444444,0.4615384615384615,9.0,230.0,322.0,0.0
Universidad,40.425894440135785,-3.7054906965503713,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,0.96,1.0,within an hour,3.0,1,4,18,44,220,2,30,48,48,4.81,4.81,4.89,4.81,4.39,127.0,Madrid,1.0,27,0.011111111111111,0.2087912087912088,0.9891304347826086,0.3695652173913043,0.6373626373626373,0.0,0.8804347826086957,0.0666666666666666,0.3315068493150684,0.3831417624521073,0.4326923076923077,,,,
Suginami Ku,35.68490212399922,139.60173558443785,Entire villa,Entire home/apt,4,2.0,4.0,0.0,1.0,1.0,within an hour,1.0,1,5,15,32,113,2,30,4,4,5.0,5.0,5.0,5.0,1.4,148.2978,Tokyo,2.0,51,0.0999999999999999,1.0,1.0,0.6521739130434783,0.8241758241758241,0.7391304347826086,1.0,0.1888888888888888,0.5506849315068494,0.6973180076628352,0.6730769230769231,4.0,248.0,298.0,0.0
Shinjuku Ku,35.71393,139.69754,Entire rental unit,Entire home/apt,3,1.0,2.0,0.0,0.98,0.98,within an hour,20.0,1,7,31,61,233,30,1125,35,17,4.34,4.0,4.77,4.54,0.58,61.3676,Tokyo,1.0,25,0.1333333333333333,1.0,0.0217391304347825,0.2934782608695652,0.3186813186813186,0.7934782608695652,0.3260869565217391,0.0,0.5506849315068494,0.3601532567049809,0.3653846153846154,35.0,243.0,2038.0,0.0
Setagaya Ku,35.637557784914875,139.66360178614454,Entire rental unit,Entire home/apt,3,1.0,2.0,0.0,0.99,0.98,within an hour,27.0,1,7,26,46,128,1,365,17,10,4.71,4.47,4.59,4.65,1.05,86.0684,Tokyo,1.0,29,0.1333333333333333,1.0,0.9782608695652174,0.4782608695652174,0.7142857142857143,0.7934782608695652,1.0,0.0777777777777777,0.5506849315068494,0.6398467432950192,0.6730769230769231,17.0,219.0,697.0,0.0
Embajadores,40.40928,-3.70264,Entire rental unit,Entire home/apt,2,0.0,1.0,0.0,0.68,0.56,within an hour,208.0,1,6,18,34,288,1,365,5,5,4.4,4.8,4.2,4.2,1.25,78.0,Madrid,1.0,20,0.0777777777777777,0.021978021978022,0.2065217391304348,0.5326086956521738,0.5934065934065934,0.0,0.0543478260869565,0.1999999999999999,0.3315068493150684,0.1877394636015326,0.2692307692307693,,,,
Justicia,40.42394,-3.69884,Entire rental unit,Entire home/apt,3,1.0,2.0,0.0,0.81,0.98,within an hour,20.0,1,16,40,70,345,2,90,120,1,4.44,4.56,4.9,4.38,1.3,122.0,Madrid,1.0,31,0.0,0.0,0.0978260869565217,0.1195652173913043,0.2197802197802197,0.0,0.0,0.0,0.3315068493150684,0.0459770114942529,0.0769230769230768,,,,
Taito Ku,35.7033861,139.7799253,Room in hotel,Private room,2,1.0,2.0,0.0,1.0,1.0,within an hour,8.0,1,1,2,6,191,1,365,49,13,4.82,4.92,4.67,4.84,1.75,152.3836,Tokyo,1.5,27,0.5777777777777777,0.3516483516483516,0.0652173913043477,0.9130434782608696,0.6483516483516483,0.3369565217391305,0.1413043478260869,0.7888888888888889,0.5506849315068494,0.475095785440613,0.4807692307692307,49.0,269.0,1050.0,0.0
Toshima Ku,35.73899,139.70944,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,1.0,0.98,within an hour,28.0,1,0,0,23,115,1,365,8,8,4.88,4.88,4.38,4.75,1.83,79.6824,Tokyo,1.0,29,0.011111111111111,1.0,1.0,0.7173913043478262,0.989010989010989,0.6739130434782609,1.0,0.0666666666666666,0.5506849315068494,0.685823754789272,0.6826923076923077,8.0,267.0,342.0,0.0
Embajadores,40.40929,-3.69812,Private room in rental unit,Private room,1,1.0,1.0,1.0,1.0,0.97,within an hour,2.0,0,1,10,30,38,1,30,276,104,4.95,4.99,4.96,4.91,7.1,42.0,Madrid,1.0,50,1.0,1.0,0.9891304347826086,0.5978260869565217,0.8131868131868132,1.0,1.0,0.7666666666666666,0.3315068493150684,0.8850574712643678,0.9230769230769232,,,,
Sumida Ku,35.72290303186827,139.81501565624671,Entire rental unit,Entire home/apt,5,1.0,3.0,1.0,1.0,1.0,within an hour,4.0,1,7,13,19,63,3,365,52,23,4.79,4.87,4.56,4.77,2.44,100.9732,Tokyo,1.0,43,0.5111111111111111,1.0,1.0,0.7934782608695652,0.8571428571428572,0.75,1.0,0.7,0.5506849315068494,0.8122605363984674,0.8653846153846154,52.0,284.0,850.0,0.0
Pueblo Nuevo,40.43525160255394,-3.640048652887344,Private room in loft,Private room,1,1.0,1.0,1.0,1.0,0.97,within an hour,1.0,0,5,5,22,112,1,30,194,94,4.91,4.94,4.8,4.91,5.8,24.0,Madrid,1.0,18,0.2111111111111111,1.0,0.9456521739130436,0.6086956521739131,0.8791208791208791,0.8695652173913043,1.0,0.011111111111111,0.3315068493150684,0.6807692307692308,0.7238095238095238,,,,
Nakano Ku,35.7062706,139.6849957,Entire rental unit,Entire home/apt,6,2.0,3.0,0.0,1.0,0.99,within an hour,54.0,1,8,23,45,300,1,365,3,3,5.0,5.0,5.0,5.0,3.0,159.5198,Tokyo,1.0,47,0.1666666666666666,0.0549450549450549,0.0217391304347825,0.467391304347826,0.4285714285714286,0.0978260869565217,0.0,0.1888888888888888,0.5506849315068494,0.1724137931034483,0.1923076923076923,3.0,220.0,235.0,0.0
Taito Ku,35.7127996270395,139.7862007522143,Entire rental unit,Entire home/apt,6,2.0,0.0,1.0,1.0,1.0,within an hour,8.0,1,3,3,13,129,2,365,27,9,4.85,4.7,4.85,4.85,1.32,113.9932,Tokyo,1.0,37,0.7777777777777778,0.6373626373626373,0.3152173913043478,0.8586956521739131,0.7472527472527473,0.7065217391304348,0.3804347826086957,0.7555555555555555,0.5506849315068494,0.6206896551724138,0.7115384615384616,27.0,309.0,824.0,0.0
Aravaca,40.45802405927135,-3.780890164124706,Entire rental unit,Entire home/apt,4,2.0,2.0,0.0,0.17,0.0,a few days or more,1.0,0,30,60,90,365,1,365,0,0,4.75,4.79,4.85,4.64,1.42,212.0,Madrid,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3315068493150684,0.0,0.0,,,,
Toshima Ku,35.73678,139.70804,Entire home,Entire home/apt,10,4.0,9.0,0.0,1.0,1.0,within an hour,5.0,1,24,54,84,359,1,365,103,5,4.38,4.28,4.39,4.35,0.89,161.75799999999998,Tokyo,1.0,36,0.0,0.0,0.0108695652173913,0.0543478260869565,0.0659340659340659,0.0,0.0,0.0,0.5506849315068494,0.0153256704980843,0.0192307692307692,103.0,264.0,3693.0,0.0
Taito Ku,35.71776713124249,139.79036732362655,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,within an hour,118.0,1,1,3,6,145,2,365,9,4,4.89,4.89,4.78,4.89,0.46,102.8146,Tokyo,1.5,29,0.1333333333333333,0.3296703296703297,1.0,0.9347826086956522,0.967032967032967,0.0,1.0,0.4444444444444444,0.5506849315068494,0.6168582375478927,0.5673076923076923,9.0,293.0,803.0,0.0
Taito Ku,35.7044151023545,139.78473902062706,Entire rental unit,Entire home/apt,2,1.0,2.0,0.0,1.0,1.0,within an hour,7.0,1,4,11,34,91,1,365,37,6,4.57,4.62,4.24,4.41,1.48,78.2564,Tokyo,1.0,27,0.3666666666666667,1.0,1.0,0.6304347826086957,0.8571428571428572,1.0,1.0,0.1333333333333333,0.5506849315068494,0.7509578544061303,0.75,37.0,256.0,962.0,0.0
Taito Ku,35.72521,139.79181,Entire rental unit,Entire home/apt,8,3.0,5.0,0.0,1.0,0.97,within an hour,8.0,0,4,9,14,167,15,1125,96,12,4.61,4.55,4.52,4.6,1.21,185.1196,Tokyo,1.5,25,0.2222222222222222,0.0989010989010988,0.9891304347826086,0.8478260869565217,0.9010989010989012,0.1304347826086956,0.7173913043478262,0.4222222222222223,0.5506849315068494,0.5440613026819923,0.5384615384615384,96.0,412.0,2587.0,0.0
Arakawa Ku,35.7301324,139.7743455,Entire serviced apartment,Entire home/apt,2,1.0,2.0,0.0,1.0,0.99,within an hour,43.0,1,3,13,43,193,1,365,79,43,4.65,4.72,4.77,4.61,3.13,70.51259999999999,Tokyo,1.5,29,0.0,0.3846153846153846,1.0,0.4891304347826086,0.8241758241758241,0.3369565217391305,0.7173913043478262,0.0,0.5506849315068494,0.4559386973180076,0.5096153846153846,79.0,229.0,968.0,0.0
Shinagawa Ku,35.59877611934446,139.7372917932541,Entire home,Entire home/apt,6,2.0,5.0,1.0,1.0,1.0,within an hour,1.0,1,6,16,35,282,1,90,65,62,4.89,4.85,4.83,4.83,5.16,141.7196,Tokyo,1.5,32,0.0333333333333333,0.1648351648351648,0.0760869565217391,0.6304347826086957,0.4835164835164834,0.1847826086956522,0.0760869565217391,0.1666666666666666,0.5506849315068494,0.2183908045977011,0.25,65.0,214.0,590.0,0.0
Trafalgar,40.43163,-3.70445,Entire rental unit,Entire home/apt,4,1.0,1.0,0.0,0.64,0.42,within a day,273.0,0,4,30,60,335,30,365,0,0,4.75,4.79,4.85,4.64,1.42,74.0,Madrid,1.0,6,0.0,0.0,0.1304347826086956,0.1956521739130434,0.3296703296703297,0.0,0.0,0.0,0.3315068493150684,0.0804597701149425,0.0865384615384615,,,,
Koto Ku,35.68469,139.80461,Entire rental unit,Entire home/apt,8,1.0,4.0,0.0,0.99,1.0,within an hour,18.0,1,4,22,36,36,3,365,26,25,4.69,4.69,4.54,4.77,2.13,105.6046,Tokyo,1.0,36,1.0,1.0,1.0,0.6086956521739131,0.7362637362637363,1.0,1.0,0.8666666666666667,0.5506849315068494,0.9003831417624522,0.903846153846154,26.0,220.0,578.0,0.0
Castellana,40.43478,-3.68304,Entire rental unit,Entire home/apt,8,3.0,6.0,0.0,1.0,1.0,within an hour,10.0,1,0,0,0,0,1,1125,23,6,4.83,4.83,4.91,4.65,0.32,202.0,Madrid,2.0,28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3315068493150684,1.0,1.0,,,,
Ota Ku,35.56494126082428,139.71999076821663,Entire rental unit,Entire home/apt,5,1.0,4.0,0.0,0.99,0.82,within an hour,41.0,0,10,18,41,301,1,365,4,4,5.0,4.75,4.25,4.5,1.67,66.6438,Tokyo,1.0,26,0.1222222222222222,0.0439560439560439,0.0,0.5326086956521738,0.4835164835164834,0.0760869565217391,0.0,0.1444444444444445,0.5506849315068494,0.1494252873563218,0.2403846153846154,4.0,231.0,283.0,0.0
Shinjuku Ku,35.70926519526101,139.7224137712112,Entire rental unit,Entire home/apt,3,0.0,2.0,0.0,1.0,0.98,within an hour,48.0,1,7,29,59,137,1,365,40,14,4.68,4.58,4.68,4.73,1.26,83.83019999999999,Tokyo,1.0,31,0.1888888888888888,0.989010989010989,1.0,0.3152173913043478,0.6483516483516483,0.7934782608695652,0.9891304347826086,0.0555555555555555,0.5506849315068494,0.6283524904214559,0.6153846153846154,40.0,246.0,1167.0,0.0
Buenavista,40.37064021672767,-3.750966377556324,Entire rental unit,Entire home/apt,9,3.0,5.0,0.0,1.0,1.0,within an hour,6.0,1,23,49,79,259,2,365,24,24,4.54,4.25,4.29,4.63,2.65,131.0,Madrid,1.0,23,0.0,0.2197802197802197,0.8586956521739131,0.0760869565217391,0.2637362637362637,0.0,0.8913043478260869,0.0,0.3315068493150684,0.2884615384615384,0.2952380952380952,,,,
Justicia,40.4205958,-3.6986786,Private room in rental unit,Private room,1,1.0,1.0,0.0,1.0,0.99,Unknown,7.0,1,5,18,18,18,1,365,117,116,4.67,4.77,4.91,4.66,9.56,58.0,Madrid,2.0,31,1.0,1.0,1.0,0.8043478260869565,0.8021978021978022,1.0,1.0,1.0,0.3315068493150684,0.942528735632184,0.971153846153846,,,,
Shinjuku Ku,35.7014727,139.7060655,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,1.0,1.0,within an hour,118.0,1,7,14,37,40,2,90,9,5,4.89,4.78,4.78,4.67,0.62,147.2438,Tokyo,1.5,28,1.0,1.0,0.9891304347826086,0.5760869565217391,0.8241758241758241,1.0,1.0,0.7333333333333334,0.5506849315068494,0.8773946360153256,0.9230769230769232,9.0,247.0,645.0,0.0
Toshima Ku,35.71304228368919,139.72101146604777,Entire rental unit,Entire home/apt,3,1.0,2.0,1.0,1.0,1.0,within an hour,20.0,1,2,27,57,140,30,365,2,1,4.0,4.5,4.0,4.0,0.1,63.86,Tokyo,1.0,32,0.1333333333333333,0.989010989010989,1.0,0.3369565217391305,0.6703296703296704,0.7934782608695652,0.9891304347826086,0.0,0.5506849315068494,0.6091954022988506,0.6346153846153846,2.0,253.0,791.0,0.0
Shibuya Ku,35.64417,139.72015,Entire rental unit,Entire home/apt,1,0.0,1.0,0.0,1.0,0.97,within an hour,22.0,1,4,13,43,181,30,365,2,1,5.0,5.0,5.0,5.0,0.11,58.466,Tokyo,1.0,29,0.0333333333333333,0.4835164835164834,1.0,0.4891304347826086,0.8241758241758241,0.467391304347826,0.7173913043478262,0.0,0.5506849315068494,0.4980842911877394,0.5192307692307692,2.0,500.0,761.0,0.0
Justicia,40.42534849910904,-3.700385241112575,Entire rental unit,Entire home/apt,6,3.0,4.0,0.0,1.0,0.96,within an hour,53.0,0,4,23,43,287,2,365,43,43,4.42,4.33,4.88,4.47,3.74,186.0,Madrid,1.5,5,0.1999999999999999,0.0659340659340659,0.1847826086956522,0.4021739130434782,0.4835164835164834,0.108695652173913,0.0434782608695651,0.2222222222222222,0.3315068493150684,0.1800766283524904,0.2980769230769231,,,,
Concepción,40.44321,-3.64234,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,1.0,1.0,within an hour,73.0,1,0,23,53,328,1,365,2,1,5.0,5.0,3.5,4.0,0.14,145.0,Madrid,1.0,15,0.0,0.0,0.1847826086956522,0.217391304347826,0.4065934065934066,0.0,0.0,0.0,0.3315068493150684,0.0999999999999999,0.1047619047619047,,,,
Katsushika Ku,35.74928,139.869,Private room in home,Private room,3,1.0,2.0,1.0,1.0,1.0,within an hour,6.0,1,1,4,10,171,2,60,88,29,4.97,4.95,4.84,4.93,1.05,32.0292,Tokyo,1.5,37,0.7333333333333334,0.2967032967032966,0.2065217391304348,0.8913043478260869,0.8351648351648352,0.5543478260869565,0.0,0.7444444444444445,0.5506849315068494,0.5095785440613028,0.5865384615384616,88.0,236.0,2735.0,0.0
Shinjuku Ku,35.71649,139.69499,Entire rental unit,Entire home/apt,2,1.0,2.0,1.0,1.0,1.0,within an hour,43.0,1,10,17,30,203,2,365,2,2,3.5,4.5,3.0,3.0,0.33,68.2,Tokyo,1.5,35,0.0999999999999999,0.0439560439560439,0.9782608695652174,0.6413043478260869,0.8131868131868132,0.0760869565217391,0.7065217391304348,0.1777777777777778,0.5506849315068494,0.4329501915708812,0.4711538461538461,2.0,228.0,392.0,0.0
Universidad,40.429792135798,-3.710849625660968,Entire rental unit,Entire home/apt,5,2.0,2.0,0.0,1.0,0.94,within an hour,4.0,0,11,27,53,306,1,365,47,46,4.81,4.81,4.91,4.7,3.79,143.0,Madrid,1.0,23,0.0888888888888889,0.0769230769230768,0.0978260869565217,0.3804347826086957,0.3846153846153846,0.0217391304347825,0.0543478260869565,0.1888888888888888,0.3315068493150684,0.1302681992337164,0.2403846153846154,,,,
Toshima Ku,35.71981,139.72215,Entire home,Entire home/apt,8,2.0,10.0,0.0,1.0,1.0,within an hour,1.0,1,5,21,49,50,1,31,328,33,4.52,4.41,4.29,4.38,3.17,135.89159999999998,Tokyo,1.0,64,1.0,1.0,1.0,0.4565217391304348,0.7582417582417582,1.0,1.0,0.6888888888888889,0.5506849315068494,0.8544061302681992,0.8846153846153846,327.0,227.0,3321.0,0.0
Justicia,40.42411,-3.69466,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,1.0,0.99,within an hour,44.0,1,0,0,9,284,30,365,56,2,4.63,4.52,4.98,4.61,0.89,81.0,Madrid,1.0,30,0.0,0.0,0.1847826086956522,0.6956521739130435,0.8571428571428572,0.0,0.0,0.0333333333333333,0.3315068493150684,0.223076923076923,0.219047619047619,,,,
Taito Ku,35.702115,139.776596,Room in hotel,Private room,3,1.0,3.0,1.0,1.0,1.0,within an hour,12.0,1,0,2,16,67,1,90,51,21,4.76,4.92,4.78,4.8,2.05,94.7484,Tokyo,1.0,41,0.4333333333333333,1.0,1.0,0.8260869565217391,0.967032967032967,1.0,1.0,0.2888888888888888,0.5506849315068494,0.8160919540229885,0.8173076923076923,51.0,230.0,959.0,0.0
Shibuya Ku,35.65804,139.6905,Entire rental unit,Entire home/apt,3,1.0,3.0,0.0,0.99,0.96,within an hour,43.0,1,12,39,69,152,1,365,14,14,4.36,4.36,4.57,4.43,1.59,151.3172,Tokyo,1.0,28,0.1333333333333333,0.989010989010989,1.0,0.2065217391304348,0.5384615384615384,0.7934782608695652,0.9891304347826086,0.0,0.5506849315068494,0.5862068965517242,0.5769230769230769,14.0,240.0,476.0,0.0
Embajadores,40.41246,-3.70757,Entire rental unit,Entire home/apt,5,2.0,4.0,0.0,1.0,1.0,within an hour,3.0,0,2,3,3,3,3,180,339,40,4.76,4.73,4.96,4.76,2.53,179.0,Madrid,1.0,25,1.0,1.0,0.9782608695652174,0.9891304347826086,0.967032967032967,1.0,1.0,1.0,0.3315068493150684,0.992337164750958,0.9903846153846154,,,,
Setagaya Ku,35.66197,139.66892,Hut,Entire home/apt,3,1.0,1.0,1.0,1.0,1.0,within an hour,3.0,1,9,26,53,135,2,60,145,36,4.74,4.74,4.97,4.61,1.73,94.24,Tokyo,1.0,33,0.0888888888888889,1.0,1.0,0.4239130434782608,0.6813186813186813,0.7065217391304348,1.0,0.1222222222222222,0.5506849315068494,0.6206896551724138,0.6538461538461539,145.0,217.0,2726.0,0.0
Pacífico,40.40153,-3.67587,Entire rental unit,Entire home/apt,3,1.0,1.0,0.0,0.46,0.2,a few days or more,41.0,0,28,58,88,363,4,365,6,6,3.83,3.83,4.33,4.0,0.71,120.0,Madrid,1.0,36,0.0,0.0,0.0217391304347825,0.0,0.021978021978022,0.0,0.0,0.0,0.3315068493150684,0.0038461538461538,0.0095238095238094,,,,
Shibuya Ku,35.68178050150048,139.6987009253069,Entire home,Entire home/apt,5,1.0,2.0,1.0,1.0,1.0,within an hour,9.0,1,0,0,0,185,30,180,1,1,5.0,5.0,5.0,5.0,0.15,192.2,Tokyo,1.0,37,0.9555555555555556,0.0,0.0217391304347825,1.0,0.6923076923076923,0.3369565217391305,0.0,0.9555555555555556,0.5506849315068494,0.4904214559386973,0.5,1.0,408.0,408.0,0.0
Toshima Ku,35.73608,139.70982,Entire rental unit,Entire home/apt,3,1.0,2.0,0.0,1.0,1.0,within an hour,166.0,1,8,27,57,332,1,90,1,1,5.0,5.0,5.0,5.0,0.71,119.5298,Tokyo,1.0,25,0.0,0.0,0.0108695652173913,0.3478260869565217,0.3626373626373627,0.0,0.0,0.0,0.5506849315068494,0.0919540229885057,0.0865384615384615,1.0,254.0,254.0,0.0
Ota Ku,35.56703,139.7151,Entire home,Entire home/apt,11,4.0,7.0,0.0,1.0,1.0,within an hour,1.0,0,10,17,38,135,2,1125,77,9,4.95,4.94,4.88,4.78,0.88,221.3586,Tokyo,2.0,43,0.2555555555555555,0.6703296703296704,1.0,0.5869565217391304,0.8021978021978022,0.4130434782608695,1.0,0.3,0.5506849315068494,0.6360153256704981,0.6153846153846154,77.0,214.0,2833.0,0.0
Costillares,40.47011,-3.66705,Entire rental unit,Entire home/apt,2,0.0,1.0,0.0,1.0,1.0,within an hour,25.0,1,6,33,63,336,1,365,0,0,4.75,4.79,4.85,4.64,1.42,172.0,Madrid,1.0,25,0.0,0.021978021978022,0.1630434782608695,0.1304347826086956,0.2967032967032966,0.0,0.0217391304347825,0.0,0.3315068493150684,0.0807692307692308,0.0761904761904761,,,,
Puerta del Angel,40.41426750472403,-3.724055898988381,Entire rental unit,Entire home/apt,3,1.0,2.0,0.0,1.0,1.0,within an hour,98.0,1,5,31,61,336,1,1125,21,10,4.67,4.48,4.86,4.62,0.89,33.0,Madrid,1.0,25,0.0,0.0,0.1739130434782608,0.1413043478260869,0.3186813186813186,0.0,0.0,0.0,0.3315068493150684,0.0769230769230768,0.0857142857142857,,,,
Arapiles,40.43593123201535,-3.70843712785458,Entire rental unit,Entire home/apt,5,2.0,2.0,0.0,1.0,0.94,within an hour,362.0,1,9,20,50,323,30,365,20,4,4.75,4.8,4.95,4.65,0.87,166.0,Madrid,2.0,29,0.0,0.021978021978022,0.0869565217391304,0.3478260869565217,0.4395604395604395,0.0,0.0217391304347825,0.0,0.3315068493150684,0.1192307692307692,0.1047619047619047,,,,
Jerónimos,40.4086,-3.67977,Private room in rental unit,Private room,1,6.0,6.0,0.0,0.22,0.05,a few days or more,175.0,0,0,0,0,137,30,365,0,0,4.75,4.79,4.85,4.64,1.42,29.0,Madrid,2.0,6,0.2666666666666667,0.2197802197802197,1.0,1.0,1.0,0.0,0.8913043478260869,0.6111111111111112,0.3315068493150684,0.6230769230769231,0.6285714285714286,,,,
Sumida Ku,35.70844,139.81463,Room in boutique hotel,Private room,4,1.0,2.0,0.0,0.95,0.91,within an hour,76.0,0,29,59,89,162,2,365,7,7,4.43,4.29,4.43,4.57,0.85,78.833,Tokyo,1.0,30,0.2333333333333332,1.0,0.9891304347826086,0.0,0.3186813186813186,0.8913043478260869,1.0,0.0,0.5506849315068494,0.5555555555555556,0.5576923076923077,7.0,234.0,459.0,0.0
Sumida Ku,35.70577101259478,139.8045414768337,Entire rental unit,Entire home/apt,4,1.0,2.0,0.0,1.0,1.0,within an hour,3.0,1,2,9,24,134,2,365,34,19,4.56,4.41,4.71,4.76,1.7,48.8064,Tokyo,1.0,19,0.5777777777777777,0.2417582417582418,1.0,0.7065217391304348,0.9010989010989012,0.3260869565217391,0.7173913043478262,0.5888888888888889,0.5506849315068494,0.6245210727969348,0.6538461538461539,34.0,232.0,812.0,0.0
Shinjuku Ku,35.6998918,139.6952856,Entire rental unit,Entire home/apt,8,3.0,6.0,1.0,1.0,0.99,within an hour,5.0,1,0,5,23,187,1,1125,25,25,4.88,4.88,4.84,4.76,2.33,282.72,Tokyo,1.5,29,0.4222222222222223,0.0989010989010988,0.6739130434782609,0.75,0.9230769230769232,0.217391304347826,0.3478260869565217,0.4666666666666667,0.5506849315068494,0.4482758620689655,0.5865384615384616,25.0,222.0,533.0,0.0
Suginami Ku,35.7092256,139.6539177,Entire rental unit,Entire home/apt,2,1.0,0.0,0.0,0.98,0.99,within an hour,50.0,1,7,15,45,80,2,365,25,18,4.68,4.76,4.76,4.64,1.55,75.0944,Tokyo,1.0,28,0.6555555555555556,1.0,1.0,0.467391304347826,0.8021978021978022,1.0,1.0,0.3111111111111111,0.5506849315068494,0.7777777777777778,0.7884615384615384,25.0,311.0,696.0,0.0
Suginami Ku,35.70157,139.60173,Entire rental unit,Entire home/apt,3,1.0,2.0,1.0,1.0,0.99,within an hour,5.0,1,24,49,65,331,1,45,15,5,4.87,4.87,5.0,4.73,0.22,155.5332,Tokyo,1.0,39,0.0999999999999999,0.0,0.0108695652173913,0.2608695652173913,0.1538461538461538,0.0,0.0,0.2222222222222222,0.5506849315068494,0.0842911877394636,0.1153846153846154,15.0,216.0,2236.0,0.0
Katsushika Ku,35.75501794083658,139.86435103671778,Entire rental unit,Entire home/apt,4,1.0,2.0,0.0,1.0,1.0,Unknown,2.0,1,10,30,59,115,1,50,7,7,3.86,3.71,4.29,4.14,0.69,50.034,Tokyo,1.0,26,0.3777777777777777,1.0,0.9891304347826086,0.3695652173913043,0.6373626373626373,1.0,1.0,0.0888888888888889,0.5506849315068494,0.6781609195402298,0.7019230769230769,7.0,340.0,518.0,0.0
Ota Ku,35.56457720594875,139.71010236554977,Entire home,Entire home/apt,10,3.0,8.0,0.0,1.0,1.0,within an hour,1.0,1,6,31,61,206,2,40,8,8,4.63,4.75,4.75,4.63,1.62,132.8598,Tokyo,1.5,37,0.3111111111111111,0.1098901098901099,1.0,0.3152173913043478,0.6263736263736264,0.3369565217391305,0.7173913043478262,0.0555555555555555,0.5506849315068494,0.4329501915708812,0.4423076923076923,8.0,257.0,360.0,0.0
Sumida Ku,35.70513,139.80629,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,1.0,0.99,within an hour,18.0,1,7,21,51,326,1,240,4,1,4.75,5.0,4.25,4.25,0.08,160.24519999999998,Tokyo,1.0,27,0.0,0.0,0.0108695652173913,0.4130434782608695,0.4285714285714286,0.0,0.0,0.0,0.5506849315068494,0.1034482758620689,0.1153846153846154,4.0,306.0,1740.0,0.0
